Category,message,Mensagem
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,Tem o seu telemóvel há 11 meses? Atualize GRATUITAMENTE para os mais recentes telemóveis com câmara a cores da Orange e com chamadas ilimitadas ao fim de semana. Ligue para a Mobile Upd8 através do número gratuito 08000839402 ou 2StopTx.
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.","E aí, amor, tudo bem? O que você vai fazer hoje à noite? Beijos, Annie X."
ham,Remind me how to get there and I shall do so,Lembre-me como chegar lá e eu o farei.
ham,:-( that's not v romantic!,:-( Isso não é nada romântico!
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,"Olá. Droga, esse negócio de Natal. Acho que decidi ficar com esse mp3 que não funciona."
spam,You have 1 new message. Please call 08718738034.,Você tem 1 nova mensagem. Ligue para 08718738034.
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,"Oi querida, estou com saudades! Espero que esteja se divertindo. Quando você volta e a que horas? Se puder, me ligue em casa. Beijos, Jess XX"
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,"<Encaminhado de 21870000>Olá, este é o seu alerta SMS de mensagens da caixa de entrada. Você tem 4 mensagens. Você tem 21 correspondências. Ligue de volta para 09056242159 para recuperar suas mensagens e correspondências."
ham,Draw va?i dont think so:),Desenhar va? Acho que não :)
ham,Dont pick up d call when something important is There to tell. Hrishi,Não atenda a ligação quando tiver algo importante para dizer. Hrishi
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","Parabéns! Você ganhou um passe especial de cinema de 1 ano para 2 pessoas. Ligue agora para 09061209465! Superman V, Matrix 3, Star Wars 3 e outros filmes, todos GRÁTIS! bx420-ip4-5we. 150pm. Não perca!"
ham,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,"Nada me vem à mente. Ü, me ajuda a comprar um cabide. Seu laptop não é pesado?"
ham,"&lt;#&gt; , that's all? Guess that's easy enough","&lt;#&gt; , só isso? Acho que é bem fácil."
ham,We can make a baby in yo tho,Podemos fazer um bebê em você.
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,Devo dizer ao meu amigo para não aparecer antes das 20h?
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,"Poema da amizade: Querido(a), você não está perto, mas eu posso ouvir. Não tenha medo, viva com alegria, sem mais lágrimas. Você sempre será meu(minha) querido(a). Boa noite."
ham,Still in the area of the restaurant. Ill try to come back soon,Ainda estou na área do restaurante. Tentarei voltar em breve.
ham,"Aight that'll work, thanks","Certo, isso serve, obrigado."
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,"GANHE um ano de CDs grátis para uma loja à sua escolha, no valor de £500, e participe do nosso sorteio semanal de £100! Envie MUSIC para 87066. Termos e Condições: www.Ldew.com.subs16+1win150ppmx3"
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,"Quiz de bar Moby. Ganhe um prêmio de £100 em lojas de rua se souber quem será a nova Duquesa da Cornualha! Envie o primeiro nome dela para 82277. Cancelar inscrição. Parar. £1,50. 008704050406 SP Arrow"
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?","Tenho 2 sacos de dormir, 1 cobertor e papel com os dados do meu telefone. Preciso de mais alguma coisa?"
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,"Você ganhou um Nokia 7250i. Este é o prêmio que você recebe ao vencer nosso leilão GRATUITO. Para participar, envie seu Nokia para 86021 agora mesmo. HG/Suite342/2Lands Row/W1JHL 16+"
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.","Parabéns! Graças a um bom amigo, você GANHOU o prêmio de Natal de £2.000. Resgatar o prêmio é fácil, basta ligar AGORA para 08718726971! Apenas 10 centavos por minuto. Tarifa nacional da BT."
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..","tddnewsletter@emc1.co.uk (Mais jogos do TheDailyDraw) Prezada Helen, Dezenas de jogos grátis - com ótimos prêmios."
ham,So what do you guys do.,"Então, o que vocês fazem?"
ham,Also that chat was awesome but don't make it regular unless you can see her in person,"Aquele bate-papo foi ótimo, mas não o torne regular a menos que você possa vê-la pessoalmente."
ham,That's significant but dont worry.,"Isso é significativo, mas não se preocupe."
ham,That's cause your old. I live to be high.,É porque você é velho. Eu vivo para ficar chapado.
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........","Waqt se pehle ou naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,On the way to office da..,A caminho do escritório...
ham,In which place do you want da.,Em que lugar você quer da.
ham,This pain couldn't have come at a worse time.,Essa dor não poderia ter vindo em pior hora.
ham,Ok...,OK...
ham,Should I be stalking u?,Devo ficar te perseguindo?
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,"Desculpa, cara. Não sei como esqueci. Mesmo depois do Dan ter me lembrado. Desculpa. Espero que vocês tenham se divertido."
ham,Ok lor.,"Ok, então."
ham,Apps class varaya elaya.,Aplicativos classe varaya elaya.
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,A história do Natal é paz... A mensagem do Natal é amor... O milagre do Natal é Jesus... Tenha um mês abençoado e um Feliz Natal!
spam,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm","URGENTE! Seu número de celular *************** GANHOU um prêmio de £2000 em 10/06/03! Esta é a segunda tentativa de contato! Ligue para 09066368753 o mais rápido possível! Caixa Postal 97N7QP, 150ppm"
ham,That day you asked about anand number. Why:-),Naquele dia você perguntou sobre o número de Anand. Por quê? :-)
ham,Am surfing online store. For offers do you want to buy any thing.,Estou navegando em uma loja online. Gostaria de comprar algo que esteja em oferta?
ham,Long beach lor. Expected... U having dinner now?,"Praia longa, né? Esperava por isso... Você vai jantar agora?"
ham,At home by the way,"Em casa, aliás."
ham,We are both fine. Thanks,Nós dois estamos bem. Obrigado.
ham,What happen to her tell the truth,O que aconteceu com ela? Conte a verdade.
ham,Do you like Italian food?,Você gosta de comida italiana?
ham,Which is weird because I know I had it at one point,"O que é estranho, porque eu sei que já tive isso em algum momento."
ham,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,"Nossa, você deve estar quase morto! Bom, o Jez vai vir aqui para fazer um trabalho, e isso vai demorar uma eternidade!"
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,Conte aos seus amigos o que você planeja fazer no Dia dos Namorados @ &lt;URL&gt;
ham,"Alright, see you in a bit","Certo, te vejo daqui a pouco."
ham,Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.,"Obrigado pela mensagem, Zogtorius. Estou há um tempão olhando para o meu celular, sem saber se mando mensagem ou não."
ham,I will take care of financial problem.i will help:),Eu cuidarei do problema financeiro. Eu ajudarei :)
ham,Tell dear what happen to you. Why you talking to me like an alian,"Diga-me, querida, o que aconteceu com você. Por que você está falando comigo como se eu fosse um alienígena?"
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,Dobre seus minutos e SMS na Orange ou pague metade do preço pelo aluguel de linha - Motorola e Sony Ericsson com Bluetooth GRÁTIS - Nokia GRÁTIS. Ligue para MobileUpd8 no 08000839402 ou 2optout/HV9D.
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",1) Vá para escrever mensagem. 2) Ative o modo Dicionário. 3) Cubra a tela com a mão. 4) Pressione <#>. 5) Retire a mão com cuidado. É interessante... :)
ham,Okie...,Ok...
ham,"Hi this is yijue, can i meet u at 11 tmr?","Olá, meu nome é Yijue, podemos nos encontrar às 11h amanhã?"
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,"É possível não viver no século XX, avançar e pensar diferente."
ham,But i dint slept in afternoon.,Mas eu não dormi à tarde.
ham,That seems unnecessarily affectionate,Isso parece desnecessariamente afetuoso.
ham,Yar else i'll thk of all sorts of funny things.,"Senão, vou pensar em todo tipo de coisa engraçada."
ham,You will be in the place of that man,Você estará no lugar daquele homem.
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3","Baixe quantos toques quiser, sem restrições, milhares para escolher. Você pode até enviar para seus amigos. Envie um SMS com a palavra ""Sir"" para 80082 por £3."
ham,Thats cool. How was your day?,Que legal! Como foi seu dia?
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,"Por favor, ligue imediatamente para 08712402902, pois há uma mensagem urgente para você."
ham,R we going with the  &lt;#&gt;  bus?,Vamos de ônibus?
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*","Olá, meu amor! Como foi seu dia? Você está bem? Penso em você, meu bem, e envio um choque ao seu coração para te lembrar... EU TE AMO! Você consegue ouvir? Gritei isso através do oceano para o mundo inteiro ouvir. Ahmad al Hallaq é amado! E pertence a mim! *beijo possessivo e apaixonado*"
ham,No..he joined today itself.,Não... ele se juntou hoje mesmo.
ham,Okay same with me. Well thanks for the clarification,"Ok, comigo também. Bom, obrigado pelo esclarecimento."
ham,I'll talk to the others and probably just come early tomorrow then,Vou falar com os outros e provavelmente chego mais cedo amanhã.
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic","Prepare-se para o Halloween com uma coleção temática, incluindo um logotipo, uma imagem e uma mensagem, além de um toque assustador grátis. Envie CARD SPOOK para 8007 zed 08701417012150p por logotipo/imagem."
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.","A questão financeira estava me afetando muito, mas graças a você, agora posso respirar aliviado. Vou garantir que você não se arrependa. Obrigado."
ham,Hi. I'm sorry i missed your call. Can you pls call back.,"Olá. Desculpe, não pude atender sua ligação. Você poderia retornar a ligação, por favor?"
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,Como você está? Espero que já tenha se adaptado ao novo ano letivo. Desejo a você um ótimo dia!
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088","O Fantasy Football está de volta à sua TV. Acesse o Sky Gamestar no Sky Active e jogue no Dream Team de £250 mil. A pontuação começa no sábado, então inscreva-se já! Cancele a inscrição pelo SKY ligando para 88088."
